t(s),101 (C),102 (C),103 (C),104 (C),105 (C),106 (C),107 (C),108 (C),HTU21D_1_Temp,HTU21D_1_RH,HTU21D_2_Temp,HTU21D_2_RH
112.5,30.706396,30.887132,30.878485,30.711486,30.796224,30.69677,26.432811,26.695827,26.5,79.13452,26.1,80.46756
112.75,30.690802,30.880898,30.873275,30.730181,30.77961,30.67183,26.465026,26.717663,26.5,80.73948,26,78.7426
113,30.676248,30.850764,30.856605,30.697984,30.746381,30.655202,26.424498,26.637598,26.5,80.73948,26,76.80202
113.25,30.682485,30.867389,30.853479,30.703177,30.751573,30.680143,26.346558,26.584569,26.5,78.7906,26,76.15516
113.5,30.679366,30.853881,30.845144,30.686559,30.76611,30.646889,26.333048,26.560653,26.5,76.61244,26,78.41917
113.75,30.659614,30.839334,30.84306,30.716679,30.729766,30.641693,26.346558,26.617842,26.5,75.46604,26,80.46756
114,30.657535,30.828943,30.823264,30.666826,30.724574,30.61883,26.385008,26.657355,26.5,75.69532,26.1,81.33004
114.25,30.634664,30.83206,30.818054,30.669942,30.726651,30.608438,26.401635,26.665673,26.5,78.7906,26.1,81.54566
114.5,30.651297,30.821669,30.813887,30.661633,30.737035,30.610517,26.375655,26.619922,26.5,79.937,26.1,79.28165
114.75,30.664812,30.852842,30.836809,30.669942,30.734958,30.638575,26.362146,26.601205,26.6,81.673796,26,76.26297
115,30.706396,30.885054,30.861814,30.688637,30.75988,30.61883,26.398518,26.613683,26.5,79.24916,26,76.69421
115.25,30.719911,30.87778,30.869108,30.681366,30.749496,30.637536,26.415145,26.637598,26.5,76.4978,26,78.7426
