t(s),101 (C),102 (C),103 (C),104 (C),105 (C),106 (C),107 (C),108 (C),HTU21D_1_Temp,HTU21D_1_RH,HTU21D_2_Temp,HTU21D_2_RH
56.25,33.489405,33.402793,33.644729,33.472085,33.705821,33.611726,31.064526,31.090022,30.7,24.485632,30.4,25.70008
56.5,33.379208,33.356034,33.597844,33.435734,33.660131,33.586786,30.995938,31.062987,30.7,24.141712,30.4,25.70008
56.75,33.412475,33.340447,33.593676,33.435734,33.664285,33.595099,31.002174,31.042191,30.6,23.895236,30.4,25.9157
57,33.480049,33.420458,33.646813,33.495972,33.718282,33.578472,31.047898,31.061947,30.6,24.009876,30.4,26.67037
57.25,33.521633,33.398637,33.652022,33.481432,33.677784,33.608609,31.052055,31.058828,30.6,24.124516,30.4,31.84525
57.5,33.493564,33.382011,33.646813,33.441965,33.680899,33.59406,31.098819,31.083783,30.7,25.058832,30.5,43.70435
57.75,33.448861,33.373699,33.640562,33.448197,33.664285,33.578472,31.134152,31.075465,30.7,30.790832,30.6,44.78245
58,33.427029,33.350838,33.587425,33.409769,33.63521,33.553531,31.2017,31.091062,30.8,42.959868,30.6,37.02013
58.25,33.378168,33.304079,33.554084,33.390035,33.624826,33.55561,31.280679,31.131614,30.9,43.206344,30.6,32.16868
58.5,33.454059,33.375777,33.61764,33.431579,33.645594,33.587825,31.248464,31.088982,30.9,35.296184,30.6,29.47343
58.75,33.445742,33.367464,33.609305,33.46066,33.666362,33.612766,31.246386,31.15241,30.9,30.366664,30.6,28.17971
59,33.434306,33.342526,33.592634,33.40873,33.627941,33.552492,31.224562,31.15449,30.9,27.615304,30.6,27.20942
59.25,33.407277,33.329017,33.598886,33.372379,33.611326,33.535865,31.169485,31.09938,30.9,26.468904,30.5,26.67037
59.5,33.392722,33.306157,33.570754,33.383804,33.58952,33.527551,31.147662,31.137853,30.8,25.534588,30.5,26.23913
59.75,33.330346,33.270828,33.514492,33.359916,33.586405,33.51612,31.170524,31.09938,30.8,24.961388,30.4,26.13132
60,33.395841,33.320704,33.51345,33.399383,33.620672,33.526512,31.139348,31.130574,30.8,24.502828,30.4,26.02351
60.25,33.417673,33.299922,33.574922,33.476239,33.623787,33.562884,31.126878,31.114977,30.7,24.370992,30.4,26.13132
60.5,33.403118,33.349799,33.559293,33.379649,33.607173,33.526512,31.096741,31.106659,30.7,24.370992,30.4,26.34694
60.75,33.392722,33.286414,33.547832,33.377572,33.596789,33.518198,31.093623,31.106659,30.7,24.370992,30.4,26.9938
61,33.351138,33.266671,33.511366,33.360954,33.56356,33.501571,31.121682,31.093141,30.7,24.600272,30.5,30.76715
61.25,33.328267,33.281219,33.525953,33.34953,33.560445,33.499493,31.146622,31.082743,30.7,25.402752,30.5,38.31385
61.5,33.328267,33.24485,33.503031,33.316295,33.565637,33.457925,31.179877,31.09938,30.8,29.546988,30.6,41.33253
61.75,33.312673,33.228225,33.439475,33.333951,33.534485,33.463121,31.192347,31.10146,30.9,37.359704,30.6,39.60757
62,33.341782,33.255241,33.503031,33.330835,33.56356,33.523394,31.26613,31.180485,30.9,39.996424,30.6,35.72641
62.25,33.336584,33.243811,33.499905,33.359916,33.562522,33.495336,31.237033,31.158649,31,38.06474,30.6,32.81554
62.5,33.363614,33.260437,33.518659,33.331874,33.55733,33.468317,31.250542,31.170087,30.9,34.149784,30.6,30.33591
62.75,33.300198,33.227185,33.466564,33.323565,33.534485,33.462082,31.217288,31.170087,30.9,31.169144,30.5,28.82657
63,33.280446,33.216794,33.46969,33.298638,33.526178,33.445454,31.203778,31.142012,30.9,28.647064,30.5,28.0719
63.25,33.280446,33.208482,33.45302,33.298638,33.502294,33.437141,31.187151,31.075465,30.8,27.139548,30.4,27.74847
63.5,33.272129,33.192895,33.448852,33.292407,33.499179,33.426749,31.165328,31.1025,30.8,26.337068,30.4,27.74847
63.75,33.334505,33.255241,33.489486,33.329796,33.534485,33.442337,31.197543,31.15449,30.7,26.090592,30.4,28.28752
64,33.282525,33.204325,33.479067,33.315256,33.526178,33.497414,31.18923,31.144092,30.7,26.090592,30.4,30.76715
64.25,33.272129,33.212638,33.454061,33.287214,33.501256,33.422592,31.17572,31.140972,30.7,26.778432,30.4,33.03116
64.5,33.252376,33.193934,33.451978,33.282021,33.495026,33.414278,31.167406,31.127455,30.7,29.415152,30.5,33.24678
64.75,33.232624,33.171074,33.418637,33.257094,33.495026,33.414278,31.167406,31.122256,30.8,31.610508,30.5,32.81554
65,33.240941,33.174191,33.396757,33.218666,33.478411,33.37271,31.13623,31.094181,30.8,31.725148,30.5,31.41401
65.25,33.210792,33.15237,33.36029,33.207242,33.45972,33.37271,31.139348,31.085863,30.9,31.169144,30.5,30.2281
65.5,33.303317,33.214716,33.467606,33.302793,33.495026,33.405965,31.2017,31.121216,30.9,29.678824,30.5,29.04219
65.75,33.229505,33.226146,33.437391,33.259172,33.483603,33.413239,31.229758,31.179445,30.9,28.417784,30.6,28.17971
66,33.237822,33.153409,33.417595,33.244631,33.466989,33.408043,31.248464,31.173206,30.9,27.271384,30.5,27.85628
66.25,33.232624,33.151331,33.38738,33.217628,33.447259,33.37271,31.29315,31.192962,30.9,26.468904,30.5,27.85628
66.5,33.199357,33.123275,33.384254,33.222821,33.442067,33.37271,31.287954,31.179445,30.9,26.124984,30.5,27.85628
66.75,33.196238,33.119119,33.363416,33.202049,33.41403,33.361279,31.29315,31.183604,30.8,26.107788,30.5,27.96409
67,33.282525,33.197052,33.44781,33.288252,33.478411,33.390377,31.325365,31.239753,30.8,26.107788,30.5,28.82657
67.25,33.260693,33.16484,33.417595,33.259172,33.457643,33.393494,31.308738,31.218957,30.8,26.337068,30.5,29.68905
67.5,33.159852,33.122236,33.369668,33.216589,33.435837,33.357122,31.281718,31.225196,30.8,27.254188,30.5,31.09058
67.75,33.170248,33.10665,33.374877,33.203087,33.416107,33.355044,31.26717,31.191922,30.8,28.171308,30.5,33.35459
68,33.159852,33.113924,33.327992,33.171929,33.4078,33.335299,31.228719,31.198161,30.8,29.776268,30.5,34.32488
68.25,33.145298,33.081711,33.327992,33.171929,33.397416,33.305162,31.193386,31.170087,30.8,31.839788,30.5,34.21707
68.5,33.11307,33.070281,33.322782,33.18647,33.358995,33.299966,31.200661,31.173206,30.8,32.871548,30.5,32.59992
68.75,33.237822,33.137823,33.399883,33.212435,33.42753,33.357122,31.200661,31.194002,30.8,32.642268,30.5,30.55153
69,33.202476,33.132627,33.38217,33.195817,33.418184,33.33426,31.222484,31.177365,30.9,30.939864,30.6,29.04219
69.25,33.172327,33.082751,33.346746,33.189585,33.397416,33.354005,31.254699,31.183604,30.9,28.761704,30.6,28.17971
69.5,33.122426,33.060929,33.266519,33.160505,33.396378,33.310358,31.257817,31.199201,30.9,27.271384,30.6,27.85628
69.75,33.095397,33.050538,33.294651,33.152196,33.38807,33.290614,31.230798,31.169047,30.9,26.354264,30.5,27.85628
70,33.080842,33.030796,33.286316,33.108575,33.34965,33.2823,31.230798,31.163848,30.9,26.010344,30.5,28.28752
70.25,33.107872,33.101454,33.296735,33.147003,33.358995,33.292692,31.243268,31.182564,30.9,26.124984,30.5,29.25781
70.5,33.181684,33.131588,33.391548,33.206203,33.402608,33.311398,31.251582,31.199201,30.9,26.583544,30.5,30.76715
70.75,33.171288,33.148214,33.352997,33.172968,33.391186,33.297888,31.251582,31.187763,30.9,27.844584,30.5,31.62963
71,33.126585,33.056773,33.282148,33.138694,33.364187,33.276065,31.245346,31.201281,30.8,29.317708,30.5,32.70773
71.25,33.074605,33.021444,33.260268,33.132462,33.328882,33.262555,31.274444,31.196082,30.8,30.120188,30.5,32.70773
71.5,33.055892,33.011053,33.248807,33.107536,33.328882,33.239693,31.254699,31.2044,30.8,31.266588,30.5,31.84525
71.75,33.041338,33.003779,33.252975,33.091957,33.312267,33.248006,31.24119,31.195042,30.8,31.037308,30.5,30.65934
72,33.142179,33.061969,33.314447,33.153234,33.347573,33.288535,31.286914,31.217917,30.8,30.120188,30.5,29.58124
72.25,33.13906,33.078594,33.296735,33.153234,33.363149,33.266712,31.300424,31.195042,30.8,28.859148,30.5,29.25781
72.5,33.123466,33.047421,33.285274,33.144926,33.340304,33.258398,31.278601,31.209599,30.8,27.827388,30.5,29.58124
72.75,33.108912,33.042226,33.271729,33.138694,33.318498,33.238654,31.265091,31.20648,30.8,27.598108,30.6,30.55153
73,33.018466,32.977802,33.224843,33.08261,33.279038,33.225144,31.256778,31.174246,30.9,27.959224,30.6,30.65934
73.25,33.00807,32.957019,33.198796,33.053529,33.259309,33.208517,31.21521,31.189843,30.9,28.990984,30.6,31.62963
73.5,33.070446,32.996505,33.26131,33.100266,33.299806,33.235536,31.254699,31.207519,30.9,29.105624,30.6,32.27649
73.75,33.105793,33.032874,33.297776,33.140771,33.325766,33.213713,31.239111,31.20232,30.9,30.137384,30.6,32.3843
74,33.089159,33.019365,33.259226,33.122076,33.292538,33.238654,31.197543,31.178405,30.9,30.595944,30.6,31.95306
74.25,33.069407,33.00274,33.248807,33.105459,33.276962,33.215791,31.187151,31.175286,30.9,30.710584,30.6,30.98277
74.5,33.059011,32.994427,33.21755,32.997444,33.262424,33.199164,31.212092,31.155529,30.9,30.252024,30.6,30.01248
74.75,33.003912,32.959098,33.191503,33.079494,33.248925,33.193968,31.185073,31.175286,30.9,29.220264,30.6,29.79686
75,33.091238,33.016248,33.291525,33.112729,33.294614,33.232418,31.24119,31.237674,30.9,28.303144,30.5,29.90467
75.25,33.071486,33.076516,33.24464,33.115845,33.294614,33.229301,31.221445,31.190883,30.9,28.188504,30.5,30.01248
75.5,33.063169,33.007935,33.233179,33.101304,33.267616,33.220987,31.205857,31.165927,30.9,28.417784,30.5,30.44372
75.75,32.999754,32.985075,33.211299,33.079494,33.272808,33.20436,31.197543,31.179445,30.8,28.515228,30.5,31.95306
76,33.024704,32.966371,33.211299,33.062876,33.259309,33.176302,31.21417,31.187763,30.9,28.990984,30.5,32.16868
76.25,33.013268,32.966371,33.186293,33.044181,33.231272,33.146165,31.238072,31.196082,30.9,30.481304,30.5,31.41401
76.5,32.994556,32.924807,33.176916,33.032757,33.216734,33.1524,31.22768,31.165927,30.9,30.710584,30.5,30.33591
76.75,32.939457,32.901947,33.146701,32.999522,33.205312,33.132655,31.224562,31.173206,30.9,29.678824,30.6,29.90467
77,33.0351,32.973645,33.210257,33.053529,33.241656,33.184615,31.256778,31.217917,30.9,28.647064,30.5,29.58124
77.25,33.023664,32.965332,33.210257,33.061838,33.244771,33.161753,31.251582,31.253271,30.9,28.188504,30.5,29.58124
77.5,33.001833,32.951824,33.180042,33.023409,33.230234,33.161753,31.251582,31.209599,30.9,27.959224,30.5,30.33591
77.75,32.993516,32.937277,33.171707,33.026525,33.203235,33.143047,31.254699,31.162808,30.9,27.959224,30.6,30.98277
78,32.973764,32.904025,33.155036,32.998483,33.198043,33.136812,31.2017,31.219997,30.9,28.761704,30.6,31.19839
78.25,32.948813,32.901947,33.130031,33.006792,33.156507,33.084852,31.179877,31.156569,30.9,29.334904,30.6,31.09058
78.5,32.95713,32.893634,33.121695,32.965248,33.158584,33.12642,31.2017,31.162808,30.9,29.564184,30.6,31.09058
78.75,32.913467,32.859344,33.101899,32.946553,33.144046,33.101479,31.18923,31.15241,30.9,29.449544,30.6,31.19839
79,32.948813,32.908182,33.133156,32.996406,33.198043,33.161753,31.237033,31.185684,30.9,29.449544,30.6,31.95306
79.25,32.98416,32.895713,33.148785,33.003676,33.172083,33.133694,31.21521,31.211679,30.9,29.678824,30.6,33.03116
79.5,32.948813,32.912338,33.143575,32.945514,33.185582,33.105636,31.212092,31.197121,30.9,30.481304,30.6,33.24678
79.75,32.940496,32.8874,33.11857,32.983943,33.125355,33.10044,31.230798,31.20336,30.9,31.627704,30.6,32.3843
80,32.965447,32.872852,33.115444,32.967325,33.202197,33.070303,31.230798,31.180485,30.9,31.627704,30.6,31.41401
80.25,32.909308,32.867657,33.09669,32.94863,33.108741,33.065107,31.237033,31.175286,30.9,30.710584,30.5,30.55153
80.5,32.898912,32.867657,33.085229,32.915395,33.125355,33.033931,31.220406,31.173206,30.9,29.678824,30.5,29.90467
80.75,32.860447,32.837523,33.055014,32.93409,33.108741,33.045362,31.245346,31.173206,30.9,28.876344,30.5,30.2281
81,32.873962,32.824015,33.065433,32.925781,33.097318,33.042245,31.237033,31.158649,30.8,28.285948,30.5,30.55153
81.25,32.85213,32.790763,33.039385,32.90397,33.093165,33.017304,31.223523,31.178405,30.8,28.629868,30.5,30.2281
81.5,32.832378,32.798037,33.051888,32.902932,33.074474,33.025618,31.217288,31.15449,30.8,28.973788,30.5,29.58124
81.75,32.80223,32.769982,33.007086,32.876967,33.068243,33.015226,31.269248,31.391564,30.8,28.515228,30.5,29.15
82,32.851091,32.793881,33.03626,32.925781,33.101472,33.025618,31.231837,31.231435,30.8,27.827388,30.5,29.15
82.25,32.851091,32.805311,33.03626,32.895662,33.081742,33.027696,31.528009,31.231435,30.8,27.368828,30.5,29.58124
82.5,32.886437,32.833367,33.073768,32.906048,33.110818,33.052637,31.53944,31.329176,30.8,27.598108,30.5,30.55153
82.75,32.872922,32.822976,33.034176,32.911241,33.087973,33.039127,31.440716,31.268868,30.8,28.056668,30.5,32.3843
83,32.87812,32.814663,33.028966,32.906048,33.077589,33.005873,31.27964,31.240793,30.8,29.088428,30.5,32.49211
83.25,32.851091,32.792842,33.025841,32.892546,33.079666,33.072382,31.202739,31.169047,30.8,30.922668,30.5,31.95306
83.5,32.856289,32.784529,33.018547,32.892546,33.041245,33.002755,31.125838,31.119136,30.9,30.939864,30.5,31.09058
83.75,32.842774,32.792842,33.001877,32.875928,33.085896,32.994442,31.042702,31.1025,30.9,30.252024,30.5,31.09058
84,32.834457,32.773099,32.998751,32.878005,33.041245,32.969501,30.995938,31.094181,30.9,29.449544,30.5,31.41401
84.25,32.812626,32.756473,32.995625,32.839577,33.022554,32.961187,30.959566,31.1025,30.9,29.564184,30.6,31.62963
84.5,32.806388,32.764786,32.921651,32.851002,33.027746,32.952874,30.970998,31.014117,30.9,29.908104,30.5,30.55153
84.75,32.798071,32.742965,32.957075,32.836461,32.997632,32.961187,30.992821,31.055709,30.9,30.022744,30.5,29.68905
85,32.735695,32.729457,32.940405,32.820882,32.989325,32.93105,31.063486,31.067146,30.9,28.876344,30.5,29.25781
85.25,32.64421,32.695166,32.916441,32.791802,32.973749,32.90611,31.119603,31.118097,30.8,27.942028,30.5,30.01248
85.5,32.702428,32.662954,32.920609,32.784531,32.976864,32.934168,31.172602,31.122256,30.8,27.598108,30.5,30.65934
85.75,32.669161,32.649446,32.881016,32.767914,32.985171,32.917541,31.202739,31.163848,30.8,28.515228,30.5,30.55153
86,32.692032,32.660876,32.881016,32.762721,32.94675,32.909227,31.232876,31.185684,30.8,29.088428,30.5,31.52182
86.25,32.680596,32.64425,32.884142,32.7191,32.94052,32.887404,31.269248,31.172166,30.8,28.973788,30.5,32.49211
86.5,32.669161,32.635938,32.865388,32.757528,32.930136,32.881169,31.244307,31.172166,30.8,30.120188,30.5,32.81554
86.75,32.658765,32.660876,32.870597,32.729486,32.935328,32.872855,31.230798,31.165927,30.8,31.151948,30.5,32.3843
87,32.694111,32.658798,32.870597,32.754412,32.930136,32.87909,31.204818,31.15345,30.8,31.381228,30.5,32.06087
87.25,32.652527,32.599569,32.850801,32.687942,32.918714,32.845836,31.166367,31.130574,30.9,30.825224,30.5,31.09058
87.5,32.699309,32.643211,32.88831,32.739872,32.919752,32.878051,31.168446,31.157609,30.8,30.464108,30.6,30.12029
87.75,32.709705,32.669189,32.894561,32.753373,32.94052,32.884286,31.16221,31.175286,30.9,29.334904,30.5,29.68905
88,32.75025,32.705557,32.931028,32.775184,32.958173,32.899874,31.158054,31.132654,30.9,28.417784,30.6,30.2281
88.25,32.739854,32.678541,32.908106,32.769991,32.932213,32.822974,31.129995,31.1025,30.9,28.073864,30.7,71.95057
88.5,32.728418,32.658798,32.886226,32.766875,32.947789,32.889482,31.096741,31.09938,30.9,28.761704,30.8,78.7426
88.75,32.69827,32.645289,32.936237,32.749219,32.913522,32.872855,31.073878,31.104579,31.1,77.174176,30.6,60.95395
89,32.689953,32.620351,32.890394,32.742987,32.90833,32.872855,31.100898,31.066107,31.5,78.73328,30.6,48.01675
89.25,32.654606,32.618273,32.852885,32.734679,32.93429,32.864542,31.105054,31.143052,31.3,61.158968,30.5,40.36224
89.5,32.64629,32.60996,32.806,32.72637,32.909368,32.847914,31.099858,31.09938,31.1,47.597056,30.5,35.51079
89.75,32.641092,32.618273,32.825796,32.706636,32.898984,32.831287,31.108172,31.107699,31,39.44042,30.4,32.49211
90,32.627577,32.588139,32.817461,32.701443,32.876139,32.847914,31.053094,31.116017,30.9,34.379064,30.4,30.65934
90.25,32.624458,32.574631,32.819544,32.687942,32.857448,32.847914,31.108172,31.091062,30.8,31.151948,30.3,29.58124
90.5,32.627577,32.604765,32.792455,32.693135,32.849141,32.825052,31.099858,31.091062,30.7,29.185872,30.3,28.82657
90.75,32.610943,32.568396,32.792455,32.676517,32.857448,32.819856,31.143505,31.093141,30.7,28.154112,30.3,28.50314
91,32.627577,32.55177,32.797664,32.673401,32.849141,32.769974,31.146622,31.10146,30.6,27.334436,30.3,28.17971
91.25,32.591191,32.549692,32.780994,32.654706,32.849141,32.798033,31.182994,31.134733,30.6,26.875876,30.2,27.96409
91.5,32.582874,32.560083,32.761198,32.656784,32.821104,32.786602,31.27964,31.192962,30.6,26.646596,30.3,27.96409
91.75,32.579755,32.55177,32.759114,32.654706,32.785798,32.784523,31.3316,31.189843,30.6,26.417316,30.3,27.96409
92,32.569359,32.543458,32.767449,32.61524,32.827334,32.773092,31.314973,31.132654,30.6,26.417316,30.3,27.96409
92.25,32.571438,32.533067,32.755988,32.623548,32.79099,32.769974,31.273405,31.156569,30.6,26.417316,30.3,27.85628
92.5,32.555844,32.526832,32.750779,32.613162,32.796182,32.748151,31.21521,31.168007,30.6,26.417316,30.4,27.85628
92.75,32.561042,32.538262,32.744528,32.634973,32.782683,32.77621,31.193386,31.123296,30.6,26.302676,30.4,27.85628
93,32.590151,32.566318,32.825796,32.657822,32.84291,32.769974,31.176759,31.144092,30.7,26.319872,30.4,27.64066
93.25,32.596389,32.545536,32.774743,32.672363,32.911445,32.80219,31.135191,31.139932,30.7,26.319872,30.4,27.53285
93.5,32.596389,32.545536,32.774743,32.650552,32.823181,32.793876,31.063486,31.111858,30.7,26.090592,30.4,27.42504
93.75,32.573518,32.573592,32.766407,32.595506,32.820066,32.778288,31.040624,31.078584,30.7,25.975952,30.4,27.42504
94,32.56832,32.545536,32.702852,32.623548,32.798259,32.755426,31.015683,31.068186,30.7,25.861312,30.4,27.31723
94.25,32.573518,32.52891,32.746611,32.61524,32.806566,32.761661,31.048938,31.076505,30.7,25.746672,30.4,27.10161
94.5,32.523617,32.46033,32.733067,32.625626,32.793067,32.763739,31.0718,31.090022,30.7,25.632032,30.4,27.10161
94.75,32.538171,32.512285,32.733067,32.603815,32.787875,32.75023,31.140387,31.095221,30.7,25.517392,30.4,26.9938
95,32.581834,32.507089,32.704935,32.603815,32.78476,32.745034,31.206896,31.145131,30.7,25.402752,30.3,26.88599
95.25,32.531934,32.485268,32.724731,32.582004,32.776453,32.713858,31.225602,31.145131,30.7,25.402752,30.3,26.88599
95.5,32.510102,32.479033,32.702852,32.578889,32.76503,32.728406,31.250542,31.156569,30.7,25.288112,30.3,26.77818
95.75,32.523617,32.462408,32.699726,32.584082,32.748416,32.703466,31.231837,31.148251,30.6,25.156276,30.3,26.67037
96,32.518419,32.482151,32.702852,32.584082,32.734917,32.716975,31.206896,31.156569,30.7,25.058832,30.3,26.56256
96.25,32.496587,32.468642,32.686181,32.565387,32.731802,32.686838,31.181955,31.148251,30.7,25.058832,30.3,26.56256
96.5,32.510102,32.452017,32.683055,32.559155,32.723494,32.692034,31.165328,31.125375,30.7,24.944192,30.3,26.45475
96.75,32.493468,32.44786,32.672636,32.548769,32.718302,32.695152,31.154936,31.140972,30.7,24.944192,30.3,26.45475
97,32.535052,32.473838,32.704935,32.564348,32.743224,32.708662,31.164289,31.136813,30.7,24.829552,30.3,26.56256
97.25,32.506983,32.509167,32.704935,32.602776,32.76503,32.738798,31.150779,31.135773,30.7,24.829552,30.3,26.67037
97.5,32.528815,32.497737,32.70181,32.597583,32.76503,32.719054,31.125838,31.133694,30.7,24.829552,30.3,26.9938
97.75,32.525696,32.492542,32.704935,32.586159,32.745301,32.722171,31.155975,31.135773,30.7,24.944192,30.4,29.68905
98,32.512181,32.470721,32.688265,32.580966,32.761915,32.680603,31.134152,31.113937,30.7,25.402752,30.4,39.39195
98.25,32.517379,32.467603,32.685139,32.514495,32.728686,32.699309,31.145583,31.125375,30.7,28.268752,30.5,44.13559
98.5,32.500746,32.492542,32.685139,32.57785,32.717264,32.680603,31.184034,31.125375,30.7,38.357072,30.5,41.44034
98.75,32.485152,32.475916,32.671595,32.522804,32.725571,32.669172,31.177798,31.135773,30.8,43.074508,30.5,37.55918
99,32.487231,32.456173,32.732025,32.544615,32.708957,32.67229,31.211053,31.144092,30.8,40.437788,30.5,34.86393
99.25,32.476835,32.44786,32.641379,32.556039,32.712072,32.652545,31.211053,31.138893,30.8,36.310748,30.5,33.13897
99.5,32.457082,32.472799,32.651798,32.534229,32.68715,32.647349,31.217288,31.133694,30.8,33.559388,30.4,31.73744
99.75,32.457082,32.442665,32.646589,32.536306,32.698573,32.644231,31.211053,31.160728,30.8,31.839788,30.4,30.44372
100,32.453964,32.434352,32.633044,32.506187,32.665344,32.622408,31.21417,31.15241,30.8,30.349468,30.4,29.36562
100.25,32.38535,32.404218,32.633044,32.506187,32.681958,32.622408,31.208974,31.163848,30.7,28.956592,30.3,28.82657
100.5,32.43733,32.414609,32.626793,32.492685,32.665344,32.635918,31.186112,31.144092,30.7,27.810192,30.3,28.61095
100.75,32.445647,32.414609,32.608039,32.484376,32.657037,32.630722,31.147662,31.133694,30.7,27.236992,30.3,29.58124
101,32.43733,32.426039,32.624709,32.495801,32.64873,32.610977,31.134152,31.108738,30.6,27.105156,30.3,30.12029
101.25,32.443568,32.399023,32.601787,32.492685,32.63523,32.605781,31.122721,31.10042,30.6,28.136916,30.3,30.76715
101.5,32.405102,32.375123,32.577824,32.476067,32.632115,32.614094,31.091545,31.074425,30.6,28.710116,30.4,32.27649
101.75,32.383271,32.354342,32.561153,32.45945,32.607194,32.58084,31.062447,31.092102,30.6,29.283316,30.4,33.24678
102,32.35832,32.322129,32.552818,32.457372,32.610309,32.589154,31.091545,31.092102,30.7,30.905472,30.4,32.81554
102.25,32.366637,32.330442,32.524687,32.440755,32.605117,32.605781,31.05829,31.060908,30.7,31.822592,30.4,31.95306
102.5,32.341687,32.328364,32.54865,32.434523,32.597848,32.564213,31.017762,31.059868,30.7,31.478672,30.4,31.41401
102.75,32.346885,32.331481,32.52677,32.424137,32.669498,32.56733,31.122721,31.081704,30.8,30.578748,30.4,30.87496
103,32.377033,32.335638,32.554902,32.454257,32.610309,32.582918,31.125838,31.082743,30.8,30.005548,30.4,30.55153
103.25,32.355202,32.339794,32.546567,32.496839,32.594733,32.610977,31.114407,31.109778,30.8,29.432348,30.4,30.33591
103.5,32.373914,32.335638,32.496555,32.45945,32.612386,32.561095,31.131034,31.1025,30.8,29.088428,30.4,30.2281
103.75,32.398865,32.360576,32.563237,32.461527,32.625885,32.591232,31.181955,31.114977,30.7,28.841952,30.4,30.12029
104,32.417578,32.341872,32.584075,32.444909,32.616539,32.596428,31.187151,31.128495,30.7,28.727312,30.4,30.2281
104.25,32.41238,32.376163,32.598662,32.47399,32.630038,32.602663,31.192347,31.132654,30.7,28.612672,30.4,30.44372
104.5,32.414459,32.383436,32.603871,32.483337,32.637307,32.604742,31.224562,31.135773,30.7,28.727312,30.4,30.76715
104.75,32.429013,32.391749,32.601787,32.486453,32.629,32.588114,31.171563,31.137853,30.7,28.956592,30.4,30.87496
105,32.422776,32.378241,32.593452,32.478144,32.629,32.579801,31.182994,31.121216,30.7,29.300512,30.4,31.09058
105.25,32.406142,32.364732,32.540315,32.461527,32.60927,32.574605,31.138309,31.127455,30.7,29.415152,30.4,31.41401
105.5,32.420696,32.359537,32.55386,32.461527,32.589541,32.571487,31.138309,31.09938,30.7,29.644432,30.4,31.62963
105.75,32.389508,32.339794,32.581991,32.439716,32.592656,32.569409,31.127917,31.124335,30.7,29.988352,30.4,31.95306
106,32.381192,32.348107,32.603871,32.439716,32.595771,32.544468,31.166367,31.104579,30.7,30.217632,30.4,32.3843
106.25,32.35936,32.352263,32.52677,32.433485,32.57085,32.538233,31.17572,31.108738,30.7,30.561552,30.4,32.49211
106.5,32.324014,32.297191,32.480927,32.403365,32.546966,32.530958,31.158054,31.120176,30.7,31.134752,30.4,32.06087
106.75,32.33233,32.280565,32.506974,32.402327,32.558389,32.538233,31.171563,31.130574,30.7,31.134752,30.5,31.3062
107,32.348964,32.30966,32.516351,32.437639,32.592656,32.549664,31.18923,31.116017,30.8,30.808028,30.4,31.09058
107.25,32.329212,32.314856,32.524687,32.440755,32.572926,32.526802,31.153897,31.118097,30.8,29.890908,30.4,30.55153
107.5,32.378073,32.358498,32.55386,32.452179,32.606155,32.609938,31.173642,31.15345,30.8,29.546988,30.4,30.65934
107.75,32.394706,32.372006,32.555944,32.458411,32.578118,32.563174,31.193386,31.148251,30.8,29.088428,30.4,30.65934
108,32.383271,32.338755,32.545525,32.438678,32.638346,32.55486,31.181955,31.143052,30.7,29.185872,30.4,30.65934
108.25,32.38639,32.355381,32.520519,32.496839,32.581234,32.548625,31.2017,31.15345,30.7,29.185872,30.4,30.87496
108.5,32.366637,32.341872,32.517393,32.425176,32.572926,32.531998,31.228719,31.159689,30.7,29.185872,30.4,30.76715
108.75,32.369756,32.320051,32.537189,32.427253,32.556312,32.526802,31.198582,31.145131,30.7,29.415152,30.3,30.87496
109,32.347924,32.328364,32.528854,32.413751,32.578118,32.523684,31.135191,31.131614,30.7,29.415152,30.3,30.98277
109.25,32.366637,32.355381,32.500723,32.433485,32.548005,32.526802,31.146622,31.131614,30.7,29.415152,30.3,31.3062
109.5,32.28139,32.313817,32.512184,32.418944,32.534506,32.468606,31.12376,31.121216,30.7,29.415152,30.4,31.19839
109.75,32.344806,32.316934,32.505932,32.400249,32.539698,32.548625,31.113368,31.112898,30.7,29.873712,30.4,30.98277
110,32.322974,32.295113,32.503849,32.402327,32.526198,32.485234,31.088427,31.087942,30.7,29.873712,30.4,31.19839
110.25,32.325053,32.278487,32.481969,32.380516,32.519968,32.483155,31.088427,31.10146,30.7,29.644432,30.4,31.62963
110.5,32.311538,32.278487,32.467382,32.375323,32.519968,32.480038,31.113368,31.093141,30.7,29.759072,30.4,31.95306
110.75,32.294905,32.291995,32.473634,32.372207,32.506469,32.474842,31.132074,31.109778,30.7,30.332272,30.4,31.95306
111,32.309459,32.272253,32.462173,32.368053,32.4992,32.471724,31.127917,31.038032,30.7,30.561552,30.4,31.95306
111.25,32.309459,32.27537,32.478843,32.363898,32.478432,32.468606,31.146622,31.09834,30.7,30.561552,30.4,31.84525
111.5,32.273073,32.257705,32.438209,32.378439,32.480509,32.460293,31.202739,31.119136,30.7,30.561552,30.4,32.27649
111.75,32.221093,32.227571,32.431958,32.334818,32.410936,32.46341,31.502029,31.249111,30.7,30.561552,30.4,31.62963
112,32.224212,32.214063,32.386114,32.317161,32.469086,32.413529,30.996978,31.067146,30.7,30.905472,30.4,31.09058
112.25,32.210697,32.193281,32.413203,32.308853,32.384976,32.449901,31.127917,31.148251,30.7,30.217632,30.4,30.98277
112.5,32.20238,32.196398,32.398617,32.30366,32.468048,32.421842,31.152858,31.178405,30.7,29.644432,30.4,30.87496
